22:03:56.120 [main] INFO  c.s.StudentManagementSystemApplication - Starting StudentManagementSystemApplication using Java 17.0.3 with PID 23636 (C:\Users\palak.khurana\Downloads\demo\StudentManagement\target\classes started by Palak.Khurana in C:\Users\palak.khurana\Downloads\demo\StudentManagement)
14:24:31.912 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=54m7s344ms94µs).
14:28:08.850 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.studentmanagement.service.impl.StudentManagementServiceImplTest]: StudentManagementServiceImplTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
14:28:09.112 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.studentmanagement.StudentManagementSystemApplication for test class com.studentmanagement.service.impl.StudentManagementServiceImplTest
14:28:09.851 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Starting StudentManagementServiceImplTest using Java 17.0.3 with PID 22980 (started by Palak.Khurana in C:\Users\palak.khurana\Downloads\demo\StudentManagement)
14:28:09.851 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - No active profile set, falling back to 1 default profile: "default"
14:28:10.806 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
14:28:10.913 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 90 ms. Found 1 JPA repository interface.
14:28:12.106 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
14:28:12.295 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
14:28:12.406 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
14:28:13.309 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
14:28:13.409 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
14:28:14.299 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6fbe4800
14:28:14.305 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
14:28:14.470 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
14:28:16.487 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
14:28:16.585 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
14:28:17.620 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
14:28:18.504 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Started StudentManagementServiceImplTest in 9.015 seconds (process running for 11.34)
14:28:20.477 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
14:28:20.483 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
14:28:20.517 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
14:30:45.230 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.studentmanagement.service.impl.StudentManagementServiceImplTest]: StudentManagementServiceImplTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
14:30:45.504 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.studentmanagement.StudentManagementSystemApplication for test class com.studentmanagement.service.impl.StudentManagementServiceImplTest
14:30:46.293 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Starting StudentManagementServiceImplTest using Java 17.0.3 with PID 28684 (started by Palak.Khurana in C:\Users\palak.khurana\Downloads\demo\StudentManagement)
14:30:46.296 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - No active profile set, falling back to 1 default profile: "default"
14:30:47.182 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
14:30:47.258 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 65 ms. Found 1 JPA repository interface.
14:30:48.445 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
14:30:48.569 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
14:30:48.647 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
14:30:49.328 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
14:30:49.389 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
14:30:49.953 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@56f9de3b
14:30:49.957 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
14:30:50.062 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
14:30:51.729 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
14:30:51.815 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
14:30:52.711 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
14:30:53.454 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Started StudentManagementServiceImplTest in 7.592 seconds (process running for 9.787)
14:30:54.795 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
14:30:54.801 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
14:30:54.836 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
14:32:54.891 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.studentmanagement.service.impl.StudentManagementServiceImplTest]: StudentManagementServiceImplTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
14:32:55.153 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.studentmanagement.StudentManagementSystemApplication for test class com.studentmanagement.service.impl.StudentManagementServiceImplTest
14:32:55.920 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Starting StudentManagementServiceImplTest using Java 17.0.3 with PID 12928 (started by Palak.Khurana in C:\Users\palak.khurana\Downloads\demo\StudentManagement)
14:32:55.922 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - No active profile set, falling back to 1 default profile: "default"
14:32:56.720 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
14:32:56.795 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 63 ms. Found 1 JPA repository interface.
14:32:57.806 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
14:32:57.917 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
14:32:57.983 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
14:32:58.630 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
14:32:58.700 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
14:32:59.216 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5a466dd
14:32:59.221 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
14:32:59.322 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
14:33:01.148 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
14:33:01.222 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
14:33:02.077 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
14:33:02.720 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Started StudentManagementServiceImplTest in 7.191 seconds (process running for 9.402)
14:33:04.240 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
14:33:04.244 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
14:33:04.269 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
14:33:28.865 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.studentmanagement.service.impl.StudentManagementServiceImplTest]: StudentManagementServiceImplTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
14:33:29.135 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.studentmanagement.StudentManagementSystemApplication for test class com.studentmanagement.service.impl.StudentManagementServiceImplTest
14:33:29.797 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Starting StudentManagementServiceImplTest using Java 17.0.3 with PID 32884 (started by Palak.Khurana in C:\Users\palak.khurana\Downloads\demo\StudentManagement)
14:33:29.799 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - No active profile set, falling back to 1 default profile: "default"
14:33:30.587 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
14:33:30.672 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 75 ms. Found 1 JPA repository interface.
14:33:31.765 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
14:33:31.875 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
14:33:31.935 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
14:33:32.663 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
14:33:32.740 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
14:33:33.221 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@55061418
14:33:33.225 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
14:33:33.307 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
14:33:34.797 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
14:33:34.856 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
14:33:35.686 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
14:33:36.511 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Started StudentManagementServiceImplTest in 7.033 seconds (process running for 9.053)
14:33:38.958 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
14:33:38.964 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
14:33:38.988 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
13:55:18.664 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=22h12m22s911ms656µs800ns).
14:10:52.868 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=14m41s940ms729µs700ns).
16:31:40.278 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h15m23s188ms332µs700ns).
11:27:05.594 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1d18h53m32s802ms241µs400ns).
13:24:17.942 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
13:24:17.944 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
13:24:17.983 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 38 ms
13:24:18.073 [http-nio-8080-exec-1] INFO  c.s.controller.StudentController - Fetching all student data
15:36:45.997 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=42m43s152ms603µs300ns).
16:29:44.485 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - addStudentTest passed!
16:29:44.557 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Test passed successfully!
16:29:44.605 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - getAllStudentTest passed.
11:13:32.430 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2d18h43m21s969ms285µs600ns).
11:16:00.267 [http-nio-8080-exec-9] INFO  c.s.controller.StudentController - Fetching all student data
12:40:16.642 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - addStudentTest passed!
12:40:16.693 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Test passed successfully!
12:40:16.741 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - getAllStudentTest passed.
12:41:57.192 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - addStudentTest passed!
12:41:57.240 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Test passed successfully!
12:41:57.265 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - getAllStudentTest passed.
12:44:23.121 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - addStudentTest passed!
12:44:23.179 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - Test passed successfully!
12:44:23.215 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - getAllStudentTest passed.
12:44:44.014 [main] INFO  c.s.s.i.StudentManagementServiceImplTest - addStudentTest passed!
